id,source,location,stars,text_raw,text_clean,aspects,aspects_labels,keyword_matched,polarity_auto,polarity_manual,needs_review,notes,date
1bad423abf,google_maps,Regia Autonomă De Transport Public Iaşi,1,cel mai prost organizat,cel mai prost organizat,OTHER,Nedetectat,,NEG,,YES,,
80accca644,google_maps,Regia Autonomă De Transport Public Iaşi,1,"Management și șoferi extraordinar de incompetenți, șoferii blochează intersecții și cauzează accidente iar managementul postează clipurile pe internet în apărarea șoferilor","management și șoferi extraordinar de incompetenți, șoferii blochează intersecții și cauzează accidente iar managementul postează clipurile pe internet în apărarea șoferilor",sofer,Comportament șofer / personal,șofer,NEG,,NO,,
80accca644,google_maps,Regia Autonomă De Transport Public Iaşi,1,"Management și șoferi extraordinar de incompetenți, șoferii blochează intersecții și cauzează accidente iar managementul postează clipurile pe internet în apărarea șoferilor","management și șoferi extraordinar de incompetenți, șoferii blochează intersecții și cauzează accidente iar managementul postează clipurile pe internet în apărarea șoferilor",bilet,Validare bilet / E-ticketing,pos,NEG,,NO,,
80accca644,google_maps,Regia Autonomă De Transport Public Iaşi,1,"Management și șoferi extraordinar de incompetenți, șoferii blochează intersecții și cauzează accidente iar managementul postează clipurile pe internet în apărarea șoferilor","management și șoferi extraordinar de incompetenți, șoferii blochează intersecții și cauzează accidente iar managementul postează clipurile pe internet în apărarea șoferilor",frecventa,Frecvența curselor,rar,NEG,,NO,,
df10205fd2,google_maps,Regia Autonomă De Transport Public Iaşi,1,"Lipsiti complet de profesionalism, neadaptati la cerintele unui oraș mare....Tramvaie vechi și supraaglomerate, aparate de bilete care nu funcționează, orare de circulatie care nu se respectă, etc.","lipsiti complet de profesionalism, neadaptati la cerintele unui oraș mare....tramvaie vechi și supraaglomerate, aparate de bilete care nu funcționează, orare de circulatie care nu se respectă, etc.",punctualitate,Punctualitate / Întârzieri,orar,NEG,,NO,,
df10205fd2,google_maps,Regia Autonomă De Transport Public Iaşi,1,"Lipsiti complet de profesionalism, neadaptati la cerintele unui oraș mare....Tramvaie vechi și supraaglomerate, aparate de bilete care nu funcționează, orare de circulatie care nu se respectă, etc.","lipsiti complet de profesionalism, neadaptati la cerintele unui oraș mare....tramvaie vechi și supraaglomerate, aparate de bilete care nu funcționează, orare de circulatie care nu se respectă, etc.",aglomeratie,Aglomerație,aglomerat,NEG,,NO,,
df10205fd2,google_maps,Regia Autonomă De Transport Public Iaşi,1,"Lipsiti complet de profesionalism, neadaptati la cerintele unui oraș mare....Tramvaie vechi și supraaglomerate, aparate de bilete care nu funcționează, orare de circulatie care nu se respectă, etc.","lipsiti complet de profesionalism, neadaptati la cerintele unui oraș mare....tramvaie vechi și supraaglomerate, aparate de bilete care nu funcționează, orare de circulatie care nu se respectă, etc.",bilet,Validare bilet / E-ticketing,aparat,NEG,,NO,,
df10205fd2,google_maps,Regia Autonomă De Transport Public Iaşi,1,"Lipsiti complet de profesionalism, neadaptati la cerintele unui oraș mare....Tramvaie vechi și supraaglomerate, aparate de bilete care nu funcționează, orare de circulatie care nu se respectă, etc.","lipsiti complet de profesionalism, neadaptati la cerintele unui oraș mare....tramvaie vechi și supraaglomerate, aparate de bilete care nu funcționează, orare de circulatie care nu se respectă, etc.",informatii_statie,Informații stație / Panouri,orar,NEG,,NO,,
df10205fd2,google_maps,Regia Autonomă De Transport Public Iaşi,1,"Lipsiti complet de profesionalism, neadaptati la cerintele unui oraș mare....Tramvaie vechi și supraaglomerate, aparate de bilete care nu funcționează, orare de circulatie care nu se respectă, etc.","lipsiti complet de profesionalism, neadaptati la cerintele unui oraș mare....tramvaie vechi și supraaglomerate, aparate de bilete care nu funcționează, orare de circulatie care nu se respectă, etc.",frecventa,Frecvența curselor,rar,NEG,,NO,,
653c823463,google_maps,Regia Autonomă De Transport Public Iaşi,1,"Numarul 19 de abia vine, de multe ori nu vine deloc","numarul 19 de abia vine, de multe ori nu vine deloc",punctualitate,Punctualitate / Întârzieri,nu vine,NEG,,NO,,
58df67b4e9,google_maps,Regia Autonomă De Transport Public Iaşi,5,Transport public modern și eficient.,transport public modern și eficient.,OTHER,Nedetectat,,POS,,YES,,
b1df42b99f,google_maps,Regia Autonomă De Transport Public Iaşi,1,Aglomerate...19 pe Canta abia vine,aglomerate...19 pe canta abia vine,aglomeratie,Aglomerație,aglomerat,NEG,,NO,,
d1bc9657ba,google_maps,Regia Autonomă De Transport Public Iaşi,4,Aglomerație mare dar ok,aglomerație mare dar ok,aglomeratie,Aglomerație,aglomerație,POS,,NO,,
9d0400894d,google_maps,Regia Autonomă De Transport Public Iaşi,4,"Avand in vedere ca Iasul este in plina dezvoltare urbanistica , ar fi bine sa va angajati profesionisti care pot dezvolta proiecte pentru atragerea de fonduri europene pentru modernizare si deschiderea de noi trasee. Frecventa orara depinzand de ruta este buna, dar pretul nu justifica conditiile din unele tramvaie.","avand in vedere ca iasul este in plina dezvoltare urbanistica , ar fi bine sa va angajati profesionisti care pot dezvolta proiecte pentru atragerea de fonduri europene pentru modernizare si deschiderea de noi trasee. frecventa orara depinzand de ruta este buna, dar pretul nu justifica conditiile din unele tramvaie.",punctualitate,Punctualitate / Întârzieri,orar,POS,,NO,,
9d0400894d,google_maps,Regia Autonomă De Transport Public Iaşi,4,"Avand in vedere ca Iasul este in plina dezvoltare urbanistica , ar fi bine sa va angajati profesionisti care pot dezvolta proiecte pentru atragerea de fonduri europene pentru modernizare si deschiderea de noi trasee. Frecventa orara depinzand de ruta este buna, dar pretul nu justifica conditiile din unele tramvaie.","avand in vedere ca iasul este in plina dezvoltare urbanistica , ar fi bine sa va angajati profesionisti care pot dezvolta proiecte pentru atragerea de fonduri europene pentru modernizare si deschiderea de noi trasee. frecventa orara depinzand de ruta este buna, dar pretul nu justifica conditiile din unele tramvaie.",aglomeratie,Aglomerație,plin,POS,,NO,,
9d0400894d,google_maps,Regia Autonomă De Transport Public Iaşi,4,"Avand in vedere ca Iasul este in plina dezvoltare urbanistica , ar fi bine sa va angajati profesionisti care pot dezvolta proiecte pentru atragerea de fonduri europene pentru modernizare si deschiderea de noi trasee. Frecventa orara depinzand de ruta este buna, dar pretul nu justifica conditiile din unele tramvaie.","avand in vedere ca iasul este in plina dezvoltare urbanistica , ar fi bine sa va angajati profesionisti care pot dezvolta proiecte pentru atragerea de fonduri europene pentru modernizare si deschiderea de noi trasee. frecventa orara depinzand de ruta este buna, dar pretul nu justifica conditiile din unele tramvaie.",informatii_statie,Informații stație / Panouri,orar,POS,,NO,,
9d0400894d,google_maps,Regia Autonomă De Transport Public Iaşi,4,"Avand in vedere ca Iasul este in plina dezvoltare urbanistica , ar fi bine sa va angajati profesionisti care pot dezvolta proiecte pentru atragerea de fonduri europene pentru modernizare si deschiderea de noi trasee. Frecventa orara depinzand de ruta este buna, dar pretul nu justifica conditiile din unele tramvaie.","avand in vedere ca iasul este in plina dezvoltare urbanistica , ar fi bine sa va angajati profesionisti care pot dezvolta proiecte pentru atragerea de fonduri europene pentru modernizare si deschiderea de noi trasee. frecventa orara depinzand de ruta este buna, dar pretul nu justifica conditiile din unele tramvaie.",frecventa,Frecvența curselor,rar,POS,,NO,,
d256f74a89,google_maps,Regia Autonomă De Transport Public Iaşi,1,Nu se respecta unprogram de și lipsa în,nu se respecta unprogram de și lipsa în,OTHER,Nedetectat,,NEG,,YES,,
7af1ed2276,google_maps,Regia Autonomă De Transport Public Iaşi,4,Incearca o schimbare...dar cu o finanțare redusă...,incearca o schimbare...dar cu o finanțare redusă...,OTHER,Nedetectat,,POS,,YES,,
dcea6369a3,google_maps,Regia Autonomă De Transport Public Iaşi,1,"Servicii la limita execrabilului. Cu exagerările de rigoare, duminica trec vreo 3-4 tramvaie în 12 ore.","servicii la limita execrabilului. cu exagerările de rigoare, duminica trec vreo 3-4 tramvaie în 12 ore.",OTHER,Nedetectat,,NEG,,YES,,
be9ab14b27,google_maps,Regia Autonomă De Transport Public Iaşi,1,"Din 3 aparate pentru validat bilete, care sunt in tramvaiul 6, nr. 280, doar unul functioneaza. Daca vreti sa aveti motiv sa dati amenzi, e cel mai josnic motiv sa o faceti in acest mod, pentru ca nici un controlor nu te crede cand ii zici ca nu functioneaza.

In calitate de calator esti obligat sa gadili aparatul, ca atunci cand ai un lacat stricat si incerci sa il deschizi cu toate cheile din buzunar.

Eu am platit bilet, voi nu va faceti treaba sa tineti functionale rablele pe care le numiti mijloace de transport in comun. Nu e treaba mea sa fac pe gladiatorul cu aparatul de validat.","din 3 aparate pentru validat bilete, care sunt in tramvaiul 6, nr. 280, doar unul functioneaza. daca vreti sa aveti motiv sa dati amenzi, e cel mai josnic motiv sa o faceti in acest mod, pentru ca nici un controlor nu te crede cand ii zici ca nu functioneaza. in calitate de calator esti obligat sa gadili aparatul, ca atunci cand ai un lacat stricat si incerci sa il deschizi cu toate cheile din buzunar. eu am platit bilet, voi nu va faceti treaba sa tineti functionale rablele pe care le numiti mijloace de transport in comun. nu e treaba mea sa fac pe gladiatorul cu aparatul de validat.",sofer,Comportament șofer / personal,controlor,NEG,,NO,,
be9ab14b27,google_maps,Regia Autonomă De Transport Public Iaşi,1,"Din 3 aparate pentru validat bilete, care sunt in tramvaiul 6, nr. 280, doar unul functioneaza. Daca vreti sa aveti motiv sa dati amenzi, e cel mai josnic motiv sa o faceti in acest mod, pentru ca nici un controlor nu te crede cand ii zici ca nu functioneaza.

In calitate de calator esti obligat sa gadili aparatul, ca atunci cand ai un lacat stricat si incerci sa il deschizi cu toate cheile din buzunar.

Eu am platit bilet, voi nu va faceti treaba sa tineti functionale rablele pe care le numiti mijloace de transport in comun. Nu e treaba mea sa fac pe gladiatorul cu aparatul de validat.","din 3 aparate pentru validat bilete, care sunt in tramvaiul 6, nr. 280, doar unul functioneaza. daca vreti sa aveti motiv sa dati amenzi, e cel mai josnic motiv sa o faceti in acest mod, pentru ca nici un controlor nu te crede cand ii zici ca nu functioneaza. in calitate de calator esti obligat sa gadili aparatul, ca atunci cand ai un lacat stricat si incerci sa il deschizi cu toate cheile din buzunar. eu am platit bilet, voi nu va faceti treaba sa tineti functionale rablele pe care le numiti mijloace de transport in comun. nu e treaba mea sa fac pe gladiatorul cu aparatul de validat.",bilet,Validare bilet / E-ticketing,aparat,NEG,,NO,,
87ddbb90d5,google_maps,Regia Autonomă De Transport Public Iaşi,5,"EXEMPLU DE CINSTE ȘI OMENIE !
Fiica mea, însoțită de un copilaș de 3 ani ,a pierdut un smarphone în seara zilei de marți 10 aprilie într-un autobuz de pe traseul 42 , autobuz cu numărul de înregistrare 1971.Sunînd de acasă la nr de telefon al fiicei mele, a răspuns cu amabilitate chiar șoferul de seviciu pe acel autobuz, care ne-a confirmat că a găsit telefonul mobil și că este dispus să ni-l predea a doua zi.Ne-a spus că numele dumnealui este ILIE.Pentru a-l putea contacta  ulterior a oferit chiar număru său de telefon.Astăzi 11 aprilie după ora 12,00 cînd dl Ilie și-a început tura ne-am înîlnit pe traseul 42 și a predat smartphonul fiicei mele.
Pe aceasă cale familia Dorneanu adresează public calde mulțumiri dlui. conducător auto Ilie, exemplu de cinste și omenie și ne exprimăm speranța că RATP Iași va avea în viitor tot mai mulți angajați de acest fel.
În final dorim să fie făcut public acest gest nobil prin mijlocele pe care le considerați.Mulțumim !
Fam .C.Dorneanu
Iași","exemplu de cinste și omenie ! fiica mea, însoțită de un copilaș de 3 ani ,a pierdut un smarphone în seara zilei de marți 10 aprilie într-un autobuz de pe traseul 42 , autobuz cu numărul de înregistrare 1971.sunînd de acasă la nr de telefon al fiicei mele, a răspuns cu amabilitate chiar șoferul de seviciu pe acel autobuz, care ne-a confirmat că a găsit telefonul mobil și că este dispus să ni-l predea a doua zi.ne-a spus că numele dumnealui este ilie.pentru a-l putea contacta ulterior a oferit chiar număru său de telefon.astăzi 11 aprilie după ora 12,00 cînd dl ilie și-a început tura ne-am înîlnit pe traseul 42 și a predat smartphonul fiicei mele. pe aceasă cale familia dorneanu adresează public calde mulțumiri dlui. conducător auto ilie, exemplu de cinste și omenie și ne exprimăm speranța că ratp iași va avea în viitor tot mai mulți angajați de acest fel. în final dorim să fie făcut public acest gest nobil prin mijlocele pe care le considerați.mulțumim ! fam .c.dorneanu iași",sofer,Comportament șofer / personal,șofer,POS,,NO,,
87ddbb90d5,google_maps,Regia Autonomă De Transport Public Iaşi,5,"EXEMPLU DE CINSTE ȘI OMENIE !
Fiica mea, însoțită de un copilaș de 3 ani ,a pierdut un smarphone în seara zilei de marți 10 aprilie într-un autobuz de pe traseul 42 , autobuz cu numărul de înregistrare 1971.Sunînd de acasă la nr de telefon al fiicei mele, a răspuns cu amabilitate chiar șoferul de seviciu pe acel autobuz, care ne-a confirmat că a găsit telefonul mobil și că este dispus să ni-l predea a doua zi.Ne-a spus că numele dumnealui este ILIE.Pentru a-l putea contacta  ulterior a oferit chiar număru său de telefon.Astăzi 11 aprilie după ora 12,00 cînd dl Ilie și-a început tura ne-am înîlnit pe traseul 42 și a predat smartphonul fiicei mele.
Pe aceasă cale familia Dorneanu adresează public calde mulțumiri dlui. conducător auto Ilie, exemplu de cinste și omenie și ne exprimăm speranța că RATP Iași va avea în viitor tot mai mulți angajați de acest fel.
În final dorim să fie făcut public acest gest nobil prin mijlocele pe care le considerați.Mulțumim !
Fam .C.Dorneanu
Iași","exemplu de cinste și omenie ! fiica mea, însoțită de un copilaș de 3 ani ,a pierdut un smarphone în seara zilei de marți 10 aprilie într-un autobuz de pe traseul 42 , autobuz cu numărul de înregistrare 1971.sunînd de acasă la nr de telefon al fiicei mele, a răspuns cu amabilitate chiar șoferul de seviciu pe acel autobuz, care ne-a confirmat că a găsit telefonul mobil și că este dispus să ni-l predea a doua zi.ne-a spus că numele dumnealui este ilie.pentru a-l putea contacta ulterior a oferit chiar număru său de telefon.astăzi 11 aprilie după ora 12,00 cînd dl ilie și-a început tura ne-am înîlnit pe traseul 42 și a predat smartphonul fiicei mele. pe aceasă cale familia dorneanu adresează public calde mulțumiri dlui. conducător auto ilie, exemplu de cinste și omenie și ne exprimăm speranța că ratp iași va avea în viitor tot mai mulți angajați de acest fel. în final dorim să fie făcut public acest gest nobil prin mijlocele pe care le considerați.mulțumim ! fam .c.dorneanu iași",aer_conditionat,Aer condiționat / Căldură,cald,POS,,NO,,
87ddbb90d5,google_maps,Regia Autonomă De Transport Public Iaşi,5,"EXEMPLU DE CINSTE ȘI OMENIE !
Fiica mea, însoțită de un copilaș de 3 ani ,a pierdut un smarphone în seara zilei de marți 10 aprilie într-un autobuz de pe traseul 42 , autobuz cu numărul de înregistrare 1971.Sunînd de acasă la nr de telefon al fiicei mele, a răspuns cu amabilitate chiar șoferul de seviciu pe acel autobuz, care ne-a confirmat că a găsit telefonul mobil și că este dispus să ni-l predea a doua zi.Ne-a spus că numele dumnealui este ILIE.Pentru a-l putea contacta  ulterior a oferit chiar număru său de telefon.Astăzi 11 aprilie după ora 12,00 cînd dl Ilie și-a început tura ne-am înîlnit pe traseul 42 și a predat smartphonul fiicei mele.
Pe aceasă cale familia Dorneanu adresează public calde mulțumiri dlui. conducător auto Ilie, exemplu de cinste și omenie și ne exprimăm speranța că RATP Iași va avea în viitor tot mai mulți angajați de acest fel.
În final dorim să fie făcut public acest gest nobil prin mijlocele pe care le considerați.Mulțumim !
Fam .C.Dorneanu
Iași","exemplu de cinste și omenie ! fiica mea, însoțită de un copilaș de 3 ani ,a pierdut un smarphone în seara zilei de marți 10 aprilie într-un autobuz de pe traseul 42 , autobuz cu numărul de înregistrare 1971.sunînd de acasă la nr de telefon al fiicei mele, a răspuns cu amabilitate chiar șoferul de seviciu pe acel autobuz, care ne-a confirmat că a găsit telefonul mobil și că este dispus să ni-l predea a doua zi.ne-a spus că numele dumnealui este ilie.pentru a-l putea contacta ulterior a oferit chiar număru său de telefon.astăzi 11 aprilie după ora 12,00 cînd dl ilie și-a început tura ne-am înîlnit pe traseul 42 și a predat smartphonul fiicei mele. pe aceasă cale familia dorneanu adresează public calde mulțumiri dlui. conducător auto ilie, exemplu de cinste și omenie și ne exprimăm speranța că ratp iași va avea în viitor tot mai mulți angajați de acest fel. în final dorim să fie făcut public acest gest nobil prin mijlocele pe care le considerați.mulțumim ! fam .c.dorneanu iași",frecventa,Frecvența curselor,rar,POS,,NO,,
87ddbb90d5,google_maps,Regia Autonomă De Transport Public Iaşi,5,"EXEMPLU DE CINSTE ȘI OMENIE !
Fiica mea, însoțită de un copilaș de 3 ani ,a pierdut un smarphone în seara zilei de marți 10 aprilie într-un autobuz de pe traseul 42 , autobuz cu numărul de înregistrare 1971.Sunînd de acasă la nr de telefon al fiicei mele, a răspuns cu amabilitate chiar șoferul de seviciu pe acel autobuz, care ne-a confirmat că a găsit telefonul mobil și că este dispus să ni-l predea a doua zi.Ne-a spus că numele dumnealui este ILIE.Pentru a-l putea contacta  ulterior a oferit chiar număru său de telefon.Astăzi 11 aprilie după ora 12,00 cînd dl Ilie și-a început tura ne-am înîlnit pe traseul 42 și a predat smartphonul fiicei mele.
Pe aceasă cale familia Dorneanu adresează public calde mulțumiri dlui. conducător auto Ilie, exemplu de cinste și omenie și ne exprimăm speranța că RATP Iași va avea în viitor tot mai mulți angajați de acest fel.
În final dorim să fie făcut public acest gest nobil prin mijlocele pe care le considerați.Mulțumim !
Fam .C.Dorneanu
Iași","exemplu de cinste și omenie ! fiica mea, însoțită de un copilaș de 3 ani ,a pierdut un smarphone în seara zilei de marți 10 aprilie într-un autobuz de pe traseul 42 , autobuz cu numărul de înregistrare 1971.sunînd de acasă la nr de telefon al fiicei mele, a răspuns cu amabilitate chiar șoferul de seviciu pe acel autobuz, care ne-a confirmat că a găsit telefonul mobil și că este dispus să ni-l predea a doua zi.ne-a spus că numele dumnealui este ilie.pentru a-l putea contacta ulterior a oferit chiar număru său de telefon.astăzi 11 aprilie după ora 12,00 cînd dl ilie și-a început tura ne-am înîlnit pe traseul 42 și a predat smartphonul fiicei mele. pe aceasă cale familia dorneanu adresează public calde mulțumiri dlui. conducător auto ilie, exemplu de cinste și omenie și ne exprimăm speranța că ratp iași va avea în viitor tot mai mulți angajați de acest fel. în final dorim să fie făcut public acest gest nobil prin mijlocele pe care le considerați.mulțumim ! fam .c.dorneanu iași",siguranta_nocturna,Siguranță nocturnă,după ora,POS,,NO,,
fe01954de6,google_maps,CTP Iasi - Headquarters,1,Atât merita!,atât merita!,OTHER,Nedetectat,,NEG,,YES,,
a8ffe8be57,google_maps,CTP Iasi - Headquarters,1,"CEA M-AI JALNICA COMPANIE AUTOBUZELE VIN CAND VOR ELE ,OAMENI INTARZIE LA MUNCA ,CEL PUTIN 30B MERGE FF PROST RUSINE SUNTETI PLATITI DE NOI CALATORII !","cea m-ai jalnica companie autobuzele vin cand vor ele ,oameni intarzie la munca ,cel putin 30b merge ff prost rusine sunteti platiti de noi calatorii !",curatenie,Curățenie vehicul,jalnic,NEG,,NO,,
9eaff4acbb,google_maps,CTP Iasi - Headquarters,1,"Am facut sesizare pe net pt reintroducerea statiei de la chimicale in alexandru, solutie absolut fiabila in dauna a 2 locuri de parcare pe fiecare parte a strazii. Probabil trebuia facuta sesizarea la forurile UE pentru ca abuzul s a facut cand mafia unui primar vechi a sanctionat cartierul ca nu se voteaza cu psd iar fondurile au venit de la ue pt reabilitare","am facut sesizare pe net pt reintroducerea statiei de la chimicale in alexandru, solutie absolut fiabila in dauna a 2 locuri de parcare pe fiecare parte a strazii. probabil trebuia facuta sesizarea la forurile ue pentru ca abuzul s a facut cand mafia unui primar vechi a sanctionat cartierul ca nu se voteaza cu psd iar fondurile au venit de la ue pt reabilitare",OTHER,Nedetectat,,NEG,,YES,,
