review_id,source,location,rating,review_date,text,aspect,sentiment,fragment,overall_sentiment
4,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-12-04T06:44:01.000Z,"Sincer,sa ma ..... pe transportul vostru în comun,stau de 30 minute în stație la Minerva și aștept un 28 și nu vine,recomand orice altceva dar nu CTP,rusine sa va fie,și nu e prima oara ......",frecventa,negativ,stau de 30 minute în stație la Minerva și aștept un 28 și nu vine,negativ
4,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-12-04T06:44:01.000Z,"Sincer,sa ma ..... pe transportul vostru în comun,stau de 30 minute în stație la Minerva și aștept un 28 și nu vine,recomand orice altceva dar nu CTP,rusine sa va fie,și nu e prima oara ......",punctualitate,negativ,"nu vine, și nu e prima oara",negativ
5,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-11-11T13:07:35.000Z,"Timpi de asteptare mari, refugii de tramvaie inguste si arhipline si nu in ultimul rand sistemul de cumpărare a biletelor foarte prost",frecventa,negativ,Timpi de asteptare mari,negativ
5,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-11-11T13:07:35.000Z,"Timpi de asteptare mari, refugii de tramvaie inguste si arhipline si nu in ultimul rand sistemul de cumpărare a biletelor foarte prost",infrastructura_statii,negativ,refugii de tramvaie inguste si arhipline,negativ
5,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-11-11T13:07:35.000Z,"Timpi de asteptare mari, refugii de tramvaie inguste si arhipline si nu in ultimul rand sistemul de cumpărare a biletelor foarte prost",validare_bilete,negativ,sistemul de cumpărare a biletelor foarte prost,negativ
6,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-11-04T15:05:02.000Z,"Tramvaiul 1, cutia albastră, mi-a luat banii, nu am primit biletul, se blocase. Am mers la vatman sa anunț și mi-a zis că o să vadă la capăt. Eu a trebui sa cobor și sa schimb tramvaiul. Fara bani si",validare_bilete,negativ,"cutia albastră, mi-a luat banii, nu am primit biletul, se blocase",negativ
6,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-11-04T15:05:02.000Z,"Tramvaiul 1, cutia albastră, mi-a luat banii, nu am primit biletul, se blocase. Am mers la vatman sa anunț și mi-a zis că o să vadă la capăt. Eu a trebui sa cobor și sa schimb tramvaiul. Fara bani si",soferi_vatmani,negativ,Am mers la vatman sa anunț și mi-a zis că o să vadă la capăt,negativ
7,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-10-21T04:33:28.000Z,"Ce se întâmplă domnilor cu traseele 42 și 43.De la un timp de așteptare cât de cât decent acum două săptămâni (15-20 minute între autobuze ) s-a ajuns la 30-…doamne ajută.Așa încurajați cetățenii să renunțe mașină?Eu ,de exemplu,revin la mașină.Oricum nu interesează pe cineva din această companie,am risipit 5 minute din viața mea.",frecventa,negativ,de la un timp de așteptare cât de cât decent acum două săptămâni (15-20 minute între autobuze) s-a ajuns la 30 de minute,negativ
7,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-10-21T04:33:28.000Z,"Ce se întâmplă domnilor cu traseele 42 și 43.De la un timp de așteptare cât de cât decent acum două săptămâni (15-20 minute între autobuze ) s-a ajuns la 30-…doamne ajută.Așa încurajați cetățenii să renunțe mașină?Eu ,de exemplu,revin la mașină.Oricum nu interesează pe cineva din această companie,am risipit 5 minute din viața mea.",organizare,negativ,Așa încurajați cetățenii să renunțe mașină?,negativ
8,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-10-15T05:54:11.000Z,"Tranvaie in anii revolutiei, fara ac, aglomerate si vatmani nesimtiti",stare_vehicule,negativ,Tramvaie in anii revolutiei,negativ
8,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-10-15T05:54:11.000Z,"Tranvaie in anii revolutiei, fara ac, aglomerate si vatmani nesimtiti",confort_termic,negativ,fara ac,negativ
8,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-10-15T05:54:11.000Z,"Tranvaie in anii revolutiei, fara ac, aglomerate si vatmani nesimtiti",aglomeratie,negativ,aglomerate,negativ
8,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-10-15T05:54:11.000Z,"Tranvaie in anii revolutiei, fara ac, aglomerate si vatmani nesimtiti",soferi_vatmani,negativ,vatmani nesimtiti,negativ
9,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-09-20T13:39:56.000Z,"nu recomand ctp pentru ca sunt neseriosi, nu ajuta lumea sa se adapteze la noile carduri, misiunea si faptul ca avem transport public este un lucru genial si rutele sunt facute bine dar cum e in tramvaie si autobuze lasa foarte multe semne de întrebare. Nici nu i-au in considerare plangerile trimise pe email, ei trimit doar raspunsuri automate, rutele pentru elevi nu sunt respectate pentru ca nu este nimeni sa opreasca oameni care nu au ce cauta in aceste curse speciale (din cate am inteles politist exista la ruta 9) apreciez ca macar elevi primesc gratis dar daca era dupa ei nu cred ca primeau nimic. si nici acest mesaj nu va face vreo diferenta si nici nu pot schimba ceva peste noapte dar nici nu pare ca isi doresc sa schimbe ceva",informare_calatori,negativ,nu ajuta lumea sa se adapteze la noile carduri,negativ
9,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-09-20T13:39:56.000Z,"nu recomand ctp pentru ca sunt neseriosi, nu ajuta lumea sa se adapteze la noile carduri, misiunea si faptul ca avem transport public este un lucru genial si rutele sunt facute bine dar cum e in tramvaie si autobuze lasa foarte multe semne de întrebare. Nici nu i-au in considerare plangerile trimise pe email, ei trimit doar raspunsuri automate, rutele pentru elevi nu sunt respectate pentru ca nu este nimeni sa opreasca oameni care nu au ce cauta in aceste curse speciale (din cate am inteles politist exista la ruta 9) apreciez ca macar elevi primesc gratis dar daca era dupa ei nu cred ca primeau nimic. si nici acest mesaj nu va face vreo diferenta si nici nu pot schimba ceva peste noapte dar nici nu pare ca isi doresc sa schimbe ceva",acoperire_rute,pozitiv,rutele sunt facute bine,negativ
9,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-09-20T13:39:56.000Z,"nu recomand ctp pentru ca sunt neseriosi, nu ajuta lumea sa se adapteze la noile carduri, misiunea si faptul ca avem transport public este un lucru genial si rutele sunt facute bine dar cum e in tramvaie si autobuze lasa foarte multe semne de întrebare. Nici nu i-au in considerare plangerile trimise pe email, ei trimit doar raspunsuri automate, rutele pentru elevi nu sunt respectate pentru ca nu este nimeni sa opreasca oameni care nu au ce cauta in aceste curse speciale (din cate am inteles politist exista la ruta 9) apreciez ca macar elevi primesc gratis dar daca era dupa ei nu cred ca primeau nimic. si nici acest mesaj nu va face vreo diferenta si nici nu pot schimba ceva peste noapte dar nici nu pare ca isi doresc sa schimbe ceva",relatii_clienti,negativ,"nu i-au in considerare plangerile trimise pe email, ei trimit doar raspunsuri automate",negativ
9,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-09-20T13:39:56.000Z,"nu recomand ctp pentru ca sunt neseriosi, nu ajuta lumea sa se adapteze la noile carduri, misiunea si faptul ca avem transport public este un lucru genial si rutele sunt facute bine dar cum e in tramvaie si autobuze lasa foarte multe semne de întrebare. Nici nu i-au in considerare plangerile trimise pe email, ei trimit doar raspunsuri automate, rutele pentru elevi nu sunt respectate pentru ca nu este nimeni sa opreasca oameni care nu au ce cauta in aceste curse speciale (din cate am inteles politist exista la ruta 9) apreciez ca macar elevi primesc gratis dar daca era dupa ei nu cred ca primeau nimic. si nici acest mesaj nu va face vreo diferenta si nici nu pot schimba ceva peste noapte dar nici nu pare ca isi doresc sa schimbe ceva",organizare,negativ,rutele pentru elevi nu sunt respectate pentru ca nu este nimeni sa opreasca oameni care nu au ce cauta in aceste curse speciale,negativ
10,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-09-05T10:53:55.000Z,Atitudinea unor soferi lasa foarte mult de dorit. Abonamente scumpe si servicii de foarte slaba calitate. Management foarte prost al acestei companii care se reflecta in activitatea de zi cu zi. Cred ca Iasi-ul merita totusi ceva mai bun...,soferi_vatmani,negativ,Atitudinea unor soferi lasa foarte mult de dorit,negativ
10,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-09-05T10:53:55.000Z,Atitudinea unor soferi lasa foarte mult de dorit. Abonamente scumpe si servicii de foarte slaba calitate. Management foarte prost al acestei companii care se reflecta in activitatea de zi cu zi. Cred ca Iasi-ul merita totusi ceva mai bun...,pret,negativ,Abonamente scumpe si servicii de foarte slaba calitate,negativ
10,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-09-05T10:53:55.000Z,Atitudinea unor soferi lasa foarte mult de dorit. Abonamente scumpe si servicii de foarte slaba calitate. Management foarte prost al acestei companii care se reflecta in activitatea de zi cu zi. Cred ca Iasi-ul merita totusi ceva mai bun...,organizare,negativ,Management foarte prost al acestei companii care se reflecta in activitatea de zi cu zi,negativ
11,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-08-01T08:14:43.000Z,"Tramvaiele pe traseul 3 sunt f proaste, aparatele de validare card din doua nu functiona niciunul astazi, ieri  era disponibil doar un aparat pt achizitionare bilet, care, dupa un timp indelungat de conectare,mi - a eliberat un bilet de 9 lei desi achizitionasem unul de 4 lei ( inca vad bine si stiu ce am selectat) Tarifele sunt enorme pt bataia de joc denumita transport pe acest traseu.",stare_vehicule,negativ,Tramvaiele pe traseul 3 sunt f proaste,negativ
11,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-08-01T08:14:43.000Z,"Tramvaiele pe traseul 3 sunt f proaste, aparatele de validare card din doua nu functiona niciunul astazi, ieri  era disponibil doar un aparat pt achizitionare bilet, care, dupa un timp indelungat de conectare,mi - a eliberat un bilet de 9 lei desi achizitionasem unul de 4 lei ( inca vad bine si stiu ce am selectat) Tarifele sunt enorme pt bataia de joc denumita transport pe acest traseu.",validare_bilete,negativ,"aparatele de validare card din doua nu functiona niciunul astazi, ieri era disponibil doar un aparat pt achizitionare bilet, care mi-a eliberat un bilet de 9 lei desi achizitionasem unul de 4 lei",negativ
11,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-08-01T08:14:43.000Z,"Tramvaiele pe traseul 3 sunt f proaste, aparatele de validare card din doua nu functiona niciunul astazi, ieri  era disponibil doar un aparat pt achizitionare bilet, care, dupa un timp indelungat de conectare,mi - a eliberat un bilet de 9 lei desi achizitionasem unul de 4 lei ( inca vad bine si stiu ce am selectat) Tarifele sunt enorme pt bataia de joc denumita transport pe acest traseu.",pret,negativ,Tarifele sunt enorme pt bataia de joc denumita transport pe acest traseu,negativ
12,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-07-14T19:30:54.000Z,o companie de rahat cu o conducere de rahat.Schimbati toti sau salariul minim pe economie.,organizare,negativ,o companie de rahat cu o conducere de rahat,negativ
13,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-07-01T13:03:56.000Z,"Mizerabil!!! Tramvaie fără AC, setezi să-ți iei bilet, ei îți iau bani în plus de pe card! 
Șoferii zici că sunt la curse!!🤢🤢🤢",confort_termic,negativ,Tramvaie fără AC,negativ
13,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-07-01T13:03:56.000Z,"Mizerabil!!! Tramvaie fără AC, setezi să-ți iei bilet, ei îți iau bani în plus de pe card! 
Șoferii zici că sunt la curse!!🤢🤢🤢",validare_bilete,negativ,"setezi să-ți iei bilet, ei îți iau bani în plus de pe card",negativ
13,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-07-01T13:03:56.000Z,"Mizerabil!!! Tramvaie fără AC, setezi să-ți iei bilet, ei îți iau bani în plus de pe card! 
Șoferii zici că sunt la curse!!🤢🤢🤢",soferi_vatmani,negativ,Șoferii zici că sunt la curse,negativ
14,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-06-29T15:16:36.000Z,"Nerespectarea orarului de circulație.  În data de 29.06.2025, autobuzul de pe traseul 902 cu plecare la ora 16.45 din Canta nu a circulat Eram 5 persoane care aveam  bilete de 9 lei cumpărate.",punctualitate,negativ,autobuzul de pe traseul 902 cu plecare la ora 16.45 din Canta nu a circulat,negativ
14,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-06-29T15:16:36.000Z,"Nerespectarea orarului de circulație.  În data de 29.06.2025, autobuzul de pe traseul 902 cu plecare la ora 16.45 din Canta nu a circulat Eram 5 persoane care aveam  bilete de 9 lei cumpărate.",organizare,negativ,Nerespectarea orarului de circulație,negativ
15,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-06-11T15:36:15.000Z,Lipsa de respect față de cetățeni,relatii_clienti,negativ,Lipsa de respect față de cetățeni,negativ
16,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-05-15T04:19:12.000Z,O companie de transport public foarte ingrizitoare de Anticele tramvaie și șoferi de treaba când vine vorba de spotting,stare_vehicule,negativ,Anticele tramvaie,neutru
16,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-05-15T04:19:12.000Z,O companie de transport public foarte ingrizitoare de Anticele tramvaie și șoferi de treaba când vine vorba de spotting,soferi_vatmani,pozitiv,șoferi de treaba când vine vorba de spotting,neutru
17,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-04-16T15:56:22.000Z,"Cea mai proasta companie de transport in comun, stam cate 20 de minute in statii si pe langa asta mai vin si tramvaie sau autobuze defecte si mai vreti ca cetatenii orasului sa circule in numar cat mai mare in asa conditii",frecventa,negativ,stam cate 20 de minute in statii,negativ
17,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-04-16T15:56:22.000Z,"Cea mai proasta companie de transport in comun, stam cate 20 de minute in statii si pe langa asta mai vin si tramvaie sau autobuze defecte si mai vreti ca cetatenii orasului sa circule in numar cat mai mare in asa conditii",stare_vehicule,negativ,mai vin si tramvaie sau autobuze defecte,negativ
18,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-03-11T15:09:31.000Z,cea mai proasta firma de transport. cresc preturile și se sta cate 15 20 min sa vina autobuzul/tramvaiul. foarte prost se circula mai ales pe rutele cele mai frecventate!,pret,negativ,cresc preturile,negativ
18,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-03-11T15:09:31.000Z,cea mai proasta firma de transport. cresc preturile și se sta cate 15 20 min sa vina autobuzul/tramvaiul. foarte prost se circula mai ales pe rutele cele mai frecventate!,frecventa,negativ,se sta cate 15 20 min sa vina autobuzul/tramvaiul,negativ
18,facebook,https://www.facebook.com/ctpiasi?locale=ro_RO,,2025-03-11T15:09:31.000Z,cea mai proasta firma de transport. cresc preturile și se sta cate 15 20 min sa vina autobuzul/tramvaiul. foarte prost se circula mai ales pe rutele cele mai frecventate!,acoperire_rute,negativ,foarte prost se circula mai ales pe rutele cele mai frecventate,negativ
