review_id,input,aspect,text,fragment,sentiment,label
9,"aspect: relatii_clienti. fragment: nu i-au in considerare plangerile trimise pe email, ei trimit doar raspunsuri automate. text: nu recomand ctp pentru ca sunt neseriosi, nu ajuta lumea sa se adapteze la noile carduri, misiunea si faptul ca avem transport public este un lucru genial si rutele sunt facute bine dar cum e in tramvaie si autobuze lasa foarte multe semne de întrebare. Nici nu i-au in considerare plangerile trimise pe email, ei trimit doar raspunsuri automate, rutele pentru elevi nu sunt respectate pentru ca nu este nimeni sa opreasca oameni care nu au ce cauta in aceste curse speciale (din cate am inteles politist exista la ruta 9) apreciez ca macar elevi primesc gratis dar daca era dupa ei nu cred ca primeau nimic. si nici acest mesaj nu va face vreo diferenta si nici nu pot schimba ceva peste noapte dar nici nu pare ca isi doresc sa schimbe ceva",relatii_clienti,"nu recomand ctp pentru ca sunt neseriosi, nu ajuta lumea sa se adapteze la noile carduri, misiunea si faptul ca avem transport public este un lucru genial si rutele sunt facute bine dar cum e in tramvaie si autobuze lasa foarte multe semne de întrebare. Nici nu i-au in considerare plangerile trimise pe email, ei trimit doar raspunsuri automate, rutele pentru elevi nu sunt respectate pentru ca nu este nimeni sa opreasca oameni care nu au ce cauta in aceste curse speciale (din cate am inteles politist exista la ruta 9) apreciez ca macar elevi primesc gratis dar daca era dupa ei nu cred ca primeau nimic. si nici acest mesaj nu va face vreo diferenta si nici nu pot schimba ceva peste noapte dar nici nu pare ca isi doresc sa schimbe ceva","nu i-au in considerare plangerile trimise pe email, ei trimit doar raspunsuri automate",negativ,0
9,"aspect: organizare. fragment: rutele pentru elevi nu sunt respectate pentru ca nu este nimeni sa opreasca oameni care nu au ce cauta in aceste curse speciale. text: nu recomand ctp pentru ca sunt neseriosi, nu ajuta lumea sa se adapteze la noile carduri, misiunea si faptul ca avem transport public este un lucru genial si rutele sunt facute bine dar cum e in tramvaie si autobuze lasa foarte multe semne de întrebare. Nici nu i-au in considerare plangerile trimise pe email, ei trimit doar raspunsuri automate, rutele pentru elevi nu sunt respectate pentru ca nu este nimeni sa opreasca oameni care nu au ce cauta in aceste curse speciale (din cate am inteles politist exista la ruta 9) apreciez ca macar elevi primesc gratis dar daca era dupa ei nu cred ca primeau nimic. si nici acest mesaj nu va face vreo diferenta si nici nu pot schimba ceva peste noapte dar nici nu pare ca isi doresc sa schimbe ceva",organizare,"nu recomand ctp pentru ca sunt neseriosi, nu ajuta lumea sa se adapteze la noile carduri, misiunea si faptul ca avem transport public este un lucru genial si rutele sunt facute bine dar cum e in tramvaie si autobuze lasa foarte multe semne de întrebare. Nici nu i-au in considerare plangerile trimise pe email, ei trimit doar raspunsuri automate, rutele pentru elevi nu sunt respectate pentru ca nu este nimeni sa opreasca oameni care nu au ce cauta in aceste curse speciale (din cate am inteles politist exista la ruta 9) apreciez ca macar elevi primesc gratis dar daca era dupa ei nu cred ca primeau nimic. si nici acest mesaj nu va face vreo diferenta si nici nu pot schimba ceva peste noapte dar nici nu pare ca isi doresc sa schimbe ceva",rutele pentru elevi nu sunt respectate pentru ca nu este nimeni sa opreasca oameni care nu au ce cauta in aceste curse speciale,negativ,0
10,aspect: soferi_vatmani. fragment: Atitudinea unor soferi lasa foarte mult de dorit. text: Atitudinea unor soferi lasa foarte mult de dorit. Abonamente scumpe si servicii de foarte slaba calitate. Management foarte prost al acestei companii care se reflecta in activitatea de zi cu zi. Cred ca Iasi-ul merita totusi ceva mai bun...,soferi_vatmani,Atitudinea unor soferi lasa foarte mult de dorit. Abonamente scumpe si servicii de foarte slaba calitate. Management foarte prost al acestei companii care se reflecta in activitatea de zi cu zi. Cred ca Iasi-ul merita totusi ceva mai bun...,Atitudinea unor soferi lasa foarte mult de dorit,negativ,0
10,aspect: pret. fragment: Abonamente scumpe si servicii de foarte slaba calitate. text: Atitudinea unor soferi lasa foarte mult de dorit. Abonamente scumpe si servicii de foarte slaba calitate. Management foarte prost al acestei companii care se reflecta in activitatea de zi cu zi. Cred ca Iasi-ul merita totusi ceva mai bun...,pret,Atitudinea unor soferi lasa foarte mult de dorit. Abonamente scumpe si servicii de foarte slaba calitate. Management foarte prost al acestei companii care se reflecta in activitatea de zi cu zi. Cred ca Iasi-ul merita totusi ceva mai bun...,Abonamente scumpe si servicii de foarte slaba calitate,negativ,0
10,aspect: organizare. fragment: Management foarte prost al acestei companii care se reflecta in activitatea de zi cu zi. text: Atitudinea unor soferi lasa foarte mult de dorit. Abonamente scumpe si servicii de foarte slaba calitate. Management foarte prost al acestei companii care se reflecta in activitatea de zi cu zi. Cred ca Iasi-ul merita totusi ceva mai bun...,organizare,Atitudinea unor soferi lasa foarte mult de dorit. Abonamente scumpe si servicii de foarte slaba calitate. Management foarte prost al acestei companii care se reflecta in activitatea de zi cu zi. Cred ca Iasi-ul merita totusi ceva mai bun...,Management foarte prost al acestei companii care se reflecta in activitatea de zi cu zi,negativ,0
12,aspect: organizare. fragment: o companie de rahat cu o conducere de rahat. text: o companie de rahat cu o conducere de rahat.Schimbati toti sau salariul minim pe economie.,organizare,o companie de rahat cu o conducere de rahat.Schimbati toti sau salariul minim pe economie.,o companie de rahat cu o conducere de rahat,negativ,0
13,"aspect: confort_termic. fragment: Tramvaie fără AC. text: Mizerabil!!! Tramvaie fără AC, setezi să-ți iei bilet, ei îți iau bani în plus de pe card! 
Șoferii zici că sunt la curse!!🤢🤢🤢",confort_termic,"Mizerabil!!! Tramvaie fără AC, setezi să-ți iei bilet, ei îți iau bani în plus de pe card! 
Șoferii zici că sunt la curse!!🤢🤢🤢",Tramvaie fără AC,negativ,0
13,"aspect: validare_bilete. fragment: setezi să-ți iei bilet, ei îți iau bani în plus de pe card. text: Mizerabil!!! Tramvaie fără AC, setezi să-ți iei bilet, ei îți iau bani în plus de pe card! 
Șoferii zici că sunt la curse!!🤢🤢🤢",validare_bilete,"Mizerabil!!! Tramvaie fără AC, setezi să-ți iei bilet, ei îți iau bani în plus de pe card! 
Șoferii zici că sunt la curse!!🤢🤢🤢","setezi să-ți iei bilet, ei îți iau bani în plus de pe card",negativ,0
13,"aspect: soferi_vatmani. fragment: Șoferii zici că sunt la curse. text: Mizerabil!!! Tramvaie fără AC, setezi să-ți iei bilet, ei îți iau bani în plus de pe card! 
Șoferii zici că sunt la curse!!🤢🤢🤢",soferi_vatmani,"Mizerabil!!! Tramvaie fără AC, setezi să-ți iei bilet, ei îți iau bani în plus de pe card! 
Șoferii zici că sunt la curse!!🤢🤢🤢",Șoferii zici că sunt la curse,negativ,0
14,"aspect: punctualitate. fragment: autobuzul de pe traseul 902 cu plecare la ora 16.45 din Canta nu a circulat. text: Nerespectarea orarului de circulație.  În data de 29.06.2025, autobuzul de pe traseul 902 cu plecare la ora 16.45 din Canta nu a circulat Eram 5 persoane care aveam  bilete de 9 lei cumpărate.",punctualitate,"Nerespectarea orarului de circulație.  În data de 29.06.2025, autobuzul de pe traseul 902 cu plecare la ora 16.45 din Canta nu a circulat Eram 5 persoane care aveam  bilete de 9 lei cumpărate.",autobuzul de pe traseul 902 cu plecare la ora 16.45 din Canta nu a circulat,negativ,0
14,"aspect: organizare. fragment: Nerespectarea orarului de circulație. text: Nerespectarea orarului de circulație.  În data de 29.06.2025, autobuzul de pe traseul 902 cu plecare la ora 16.45 din Canta nu a circulat Eram 5 persoane care aveam  bilete de 9 lei cumpărate.",organizare,"Nerespectarea orarului de circulație.  În data de 29.06.2025, autobuzul de pe traseul 902 cu plecare la ora 16.45 din Canta nu a circulat Eram 5 persoane care aveam  bilete de 9 lei cumpărate.",Nerespectarea orarului de circulație,negativ,0
17,"aspect: frecventa. fragment: stam cate 20 de minute in statii. text: Cea mai proasta companie de transport in comun, stam cate 20 de minute in statii si pe langa asta mai vin si tramvaie sau autobuze defecte si mai vreti ca cetatenii orasului sa circule in numar cat mai mare in asa conditii",frecventa,"Cea mai proasta companie de transport in comun, stam cate 20 de minute in statii si pe langa asta mai vin si tramvaie sau autobuze defecte si mai vreti ca cetatenii orasului sa circule in numar cat mai mare in asa conditii",stam cate 20 de minute in statii,negativ,0
17,"aspect: stare_vehicule. fragment: mai vin si tramvaie sau autobuze defecte. text: Cea mai proasta companie de transport in comun, stam cate 20 de minute in statii si pe langa asta mai vin si tramvaie sau autobuze defecte si mai vreti ca cetatenii orasului sa circule in numar cat mai mare in asa conditii",stare_vehicule,"Cea mai proasta companie de transport in comun, stam cate 20 de minute in statii si pe langa asta mai vin si tramvaie sau autobuze defecte si mai vreti ca cetatenii orasului sa circule in numar cat mai mare in asa conditii",mai vin si tramvaie sau autobuze defecte,negativ,0
18,aspect: pret. fragment: cresc preturile. text: cea mai proasta firma de transport. cresc preturile și se sta cate 15 20 min sa vina autobuzul/tramvaiul. foarte prost se circula mai ales pe rutele cele mai frecventate!,pret,cea mai proasta firma de transport. cresc preturile și se sta cate 15 20 min sa vina autobuzul/tramvaiul. foarte prost se circula mai ales pe rutele cele mai frecventate!,cresc preturile,negativ,0
18,aspect: frecventa. fragment: se sta cate 15 20 min sa vina autobuzul/tramvaiul. text: cea mai proasta firma de transport. cresc preturile și se sta cate 15 20 min sa vina autobuzul/tramvaiul. foarte prost se circula mai ales pe rutele cele mai frecventate!,frecventa,cea mai proasta firma de transport. cresc preturile și se sta cate 15 20 min sa vina autobuzul/tramvaiul. foarte prost se circula mai ales pe rutele cele mai frecventate!,se sta cate 15 20 min sa vina autobuzul/tramvaiul,negativ,0
18,aspect: acoperire_rute. fragment: foarte prost se circula mai ales pe rutele cele mai frecventate. text: cea mai proasta firma de transport. cresc preturile și se sta cate 15 20 min sa vina autobuzul/tramvaiul. foarte prost se circula mai ales pe rutele cele mai frecventate!,acoperire_rute,cea mai proasta firma de transport. cresc preturile și se sta cate 15 20 min sa vina autobuzul/tramvaiul. foarte prost se circula mai ales pe rutele cele mai frecventate!,foarte prost se circula mai ales pe rutele cele mai frecventate,negativ,0
19,"aspect: controlori. fragment: comportamente abuzive ale controlorilor, agresiuni verbale și fizice, lipsa însemnelor de identificare și practici ilegale în timpul controalelor. text: ⚠️ Atenție la abuzurile controlorilor din transportul public Iași!

În ultima perioadă, tot mai mulți călători semnalează comportamente abuzive ale controlorilor din cadrul companiei de transport public din Iași. Aceste abuzuri includ agresiuni verbale și fizice, lipsa însemnelor de identificare și practici ilegale în timpul controalelor. Este important să vă cunoașteți drepturile și să știți cum să reacționați într-o astfel de situație.

Ce trebuie să știți despre drepturile voastre:

1. Controlorii NU au dreptul să vă oblige să vă legitimați și nu pot reține actele dumneavoastră de identitate. Singurele autorități care pot legitima o persoană sunt poliția și jandarmeria. Controlorii pot solicita intervenția poliției, dar nu vă pot obliga să le oferiți actele.

2. Controlorii NU au voie să vă dea jos cu forța din mijlocul de transport, să vă bruscheze sau să vă rețină bunurile personale. Dacă vă confruntați cu un astfel de comportament, sunați imediat la 112 și solicitați intervenția poliției.

3. Controlorii sunt obligați să se legitimeze, prezentând o legitimație vizibilă. Dacă refuză să facă acest lucru, este un indiciu clar al unui posibil abuz.

4. Nu pot să vă rețină împotriva voinței voastre mai mult de câteva minute. Dacă sunteți ținuți forțat într-un vehicul sau în stație pentru o perioadă îndelungată, acest lucru poate fi considerat privare de libertate, faptă care se pedepsește conform Codului Penal (art. 189) cu închisoare de la 3 la 10 ani.

Ce puteți face dacă sunteți victima unui abuz:

Apelați poliția la 112 și solicitați ajutor.

Solicitați ajutorul martorilor pentru a avea susținere în cazul unei plângeri.

Filmați sau înregistrați incidentul dacă este posibil, pentru a avea dovezi.

Depuneți o plângere oficială la poliție și la compania de transport public.

Compania de Transport Public Iasi 
❌ Semnal de alarmă pentru Compania de Transport Public Iași

Solicităm conducerii Companiei de Transport Public Iași să ia măsuri urgente pentru a preveni astfel de abuzuri și pentru a asigura respectarea drepturilor călătorilor. Controlorii trebuie să fie instruiți să își desfășoare activitatea legal și civilizat, fără a intimida sau agresa călătorii.

Drepturile călătorilor trebuie respectate, iar orice abatere trebuie sancționată ferm. Dacă ați fost victima unui abuz, nu ezitați să semnalați cazul autorităților și să vă faceți vocea auzită.",controlori,"⚠️ Atenție la abuzurile controlorilor din transportul public Iași!

În ultima perioadă, tot mai mulți călători semnalează comportamente abuzive ale controlorilor din cadrul companiei de transport public din Iași. Aceste abuzuri includ agresiuni verbale și fizice, lipsa însemnelor de identificare și practici ilegale în timpul controalelor. Este important să vă cunoașteți drepturile și să știți cum să reacționați într-o astfel de situație.

Ce trebuie să știți despre drepturile voastre:

1. Controlorii NU au dreptul să vă oblige să vă legitimați și nu pot reține actele dumneavoastră de identitate. Singurele autorități care pot legitima o persoană sunt poliția și jandarmeria. Controlorii pot solicita intervenția poliției, dar nu vă pot obliga să le oferiți actele.

2. Controlorii NU au voie să vă dea jos cu forța din mijlocul de transport, să vă bruscheze sau să vă rețină bunurile personale. Dacă vă confruntați cu un astfel de comportament, sunați imediat la 112 și solicitați intervenția poliției.

3. Controlorii sunt obligați să se legitimeze, prezentând o legitimație vizibilă. Dacă refuză să facă acest lucru, este un indiciu clar al unui posibil abuz.

4. Nu pot să vă rețină împotriva voinței voastre mai mult de câteva minute. Dacă sunteți ținuți forțat într-un vehicul sau în stație pentru o perioadă îndelungată, acest lucru poate fi considerat privare de libertate, faptă care se pedepsește conform Codului Penal (art. 189) cu închisoare de la 3 la 10 ani.

Ce puteți face dacă sunteți victima unui abuz:

Apelați poliția la 112 și solicitați ajutor.

Solicitați ajutorul martorilor pentru a avea susținere în cazul unei plângeri.

Filmați sau înregistrați incidentul dacă este posibil, pentru a avea dovezi.

Depuneți o plângere oficială la poliție și la compania de transport public.

Compania de Transport Public Iasi 
❌ Semnal de alarmă pentru Compania de Transport Public Iași

Solicităm conducerii Companiei de Transport Public Iași să ia măsuri urgente pentru a preveni astfel de abuzuri și pentru a asigura respectarea drepturilor călătorilor. Controlorii trebuie să fie instruiți să își desfășoare activitatea legal și civilizat, fără a intimida sau agresa călătorii.

Drepturile călătorilor trebuie respectate, iar orice abatere trebuie sancționată ferm. Dacă ați fost victima unui abuz, nu ezitați să semnalați cazul autorităților și să vă faceți vocea auzită.","comportamente abuzive ale controlorilor, agresiuni verbale și fizice, lipsa însemnelor de identificare și practici ilegale în timpul controalelor",negativ,0
