review_id,input,aspect,label
10,aspect: organizare. text: Atitudinea unor soferi lasa foarte mult de dorit. Abonamente scumpe si servicii de foarte slaba calitate. Management foarte prost al acestei companii care se reflecta in activitatea de zi cu zi. Cred ca Iasi-ul merita totusi ceva mai bun...,organizare,1
10,aspect: pret. text: Atitudinea unor soferi lasa foarte mult de dorit. Abonamente scumpe si servicii de foarte slaba calitate. Management foarte prost al acestei companii care se reflecta in activitatea de zi cu zi. Cred ca Iasi-ul merita totusi ceva mai bun...,pret,1
10,aspect: soferi_vatmani. text: Atitudinea unor soferi lasa foarte mult de dorit. Abonamente scumpe si servicii de foarte slaba calitate. Management foarte prost al acestei companii care se reflecta in activitatea de zi cu zi. Cred ca Iasi-ul merita totusi ceva mai bun...,soferi_vatmani,1
10,aspect: relatii_clienti. text: Atitudinea unor soferi lasa foarte mult de dorit. Abonamente scumpe si servicii de foarte slaba calitate. Management foarte prost al acestei companii care se reflecta in activitatea de zi cu zi. Cred ca Iasi-ul merita totusi ceva mai bun...,relatii_clienti,0
10,aspect: acoperire_rute. text: Atitudinea unor soferi lasa foarte mult de dorit. Abonamente scumpe si servicii de foarte slaba calitate. Management foarte prost al acestei companii care se reflecta in activitatea de zi cu zi. Cred ca Iasi-ul merita totusi ceva mai bun...,acoperire_rute,0
10,aspect: punctualitate. text: Atitudinea unor soferi lasa foarte mult de dorit. Abonamente scumpe si servicii de foarte slaba calitate. Management foarte prost al acestei companii care se reflecta in activitatea de zi cu zi. Cred ca Iasi-ul merita totusi ceva mai bun...,punctualitate,0
10,aspect: controlori. text: Atitudinea unor soferi lasa foarte mult de dorit. Abonamente scumpe si servicii de foarte slaba calitate. Management foarte prost al acestei companii care se reflecta in activitatea de zi cu zi. Cred ca Iasi-ul merita totusi ceva mai bun...,controlori,0
10,aspect: siguranta. text: Atitudinea unor soferi lasa foarte mult de dorit. Abonamente scumpe si servicii de foarte slaba calitate. Management foarte prost al acestei companii care se reflecta in activitatea de zi cu zi. Cred ca Iasi-ul merita totusi ceva mai bun...,siguranta,0
10,aspect: informare_calatori. text: Atitudinea unor soferi lasa foarte mult de dorit. Abonamente scumpe si servicii de foarte slaba calitate. Management foarte prost al acestei companii care se reflecta in activitatea de zi cu zi. Cred ca Iasi-ul merita totusi ceva mai bun...,informare_calatori,0
10,aspect: aglomeratie. text: Atitudinea unor soferi lasa foarte mult de dorit. Abonamente scumpe si servicii de foarte slaba calitate. Management foarte prost al acestei companii care se reflecta in activitatea de zi cu zi. Cred ca Iasi-ul merita totusi ceva mai bun...,aglomeratie,0
10,aspect: validare_bilete. text: Atitudinea unor soferi lasa foarte mult de dorit. Abonamente scumpe si servicii de foarte slaba calitate. Management foarte prost al acestei companii care se reflecta in activitatea de zi cu zi. Cred ca Iasi-ul merita totusi ceva mai bun...,validare_bilete,0
10,aspect: curatenie. text: Atitudinea unor soferi lasa foarte mult de dorit. Abonamente scumpe si servicii de foarte slaba calitate. Management foarte prost al acestei companii care se reflecta in activitatea de zi cu zi. Cred ca Iasi-ul merita totusi ceva mai bun...,curatenie,0
186,"aspect: frecventa. text: Este inadmisibil sa stai 35 de minute in statie la Sere Ciurea sa vezi cum trec 3 de 27 si 2 de 44 iar 41 deloc. Răspunsul doamnei de centrală este ""traficul aglomerat""!!",frecventa,1
186,"aspect: relatii_clienti. text: Este inadmisibil sa stai 35 de minute in statie la Sere Ciurea sa vezi cum trec 3 de 27 si 2 de 44 iar 41 deloc. Răspunsul doamnei de centrală este ""traficul aglomerat""!!",relatii_clienti,1
186,"aspect: curatenie. text: Este inadmisibil sa stai 35 de minute in statie la Sere Ciurea sa vezi cum trec 3 de 27 si 2 de 44 iar 41 deloc. Răspunsul doamnei de centrală este ""traficul aglomerat""!!",curatenie,0
186,"aspect: stare_vehicule. text: Este inadmisibil sa stai 35 de minute in statie la Sere Ciurea sa vezi cum trec 3 de 27 si 2 de 44 iar 41 deloc. Răspunsul doamnei de centrală este ""traficul aglomerat""!!",stare_vehicule,0
186,"aspect: acoperire_rute. text: Este inadmisibil sa stai 35 de minute in statie la Sere Ciurea sa vezi cum trec 3 de 27 si 2 de 44 iar 41 deloc. Răspunsul doamnei de centrală este ""traficul aglomerat""!!",acoperire_rute,0
186,"aspect: confort_termic. text: Este inadmisibil sa stai 35 de minute in statie la Sere Ciurea sa vezi cum trec 3 de 27 si 2 de 44 iar 41 deloc. Răspunsul doamnei de centrală este ""traficul aglomerat""!!",confort_termic,0
186,"aspect: infrastructura_statii. text: Este inadmisibil sa stai 35 de minute in statie la Sere Ciurea sa vezi cum trec 3 de 27 si 2 de 44 iar 41 deloc. Răspunsul doamnei de centrală este ""traficul aglomerat""!!",infrastructura_statii,0
186,"aspect: informare_calatori. text: Este inadmisibil sa stai 35 de minute in statie la Sere Ciurea sa vezi cum trec 3 de 27 si 2 de 44 iar 41 deloc. Răspunsul doamnei de centrală este ""traficul aglomerat""!!",informare_calatori,0
142,"aspect: aglomeratie. text: Sa faci 2 ore din Mircea pana in Pacurari, e putin spus bataie de joc...Plus autobuze ce vin arhipline in 40-50 min...",aglomeratie,1
142,"aspect: frecventa. text: Sa faci 2 ore din Mircea pana in Pacurari, e putin spus bataie de joc...Plus autobuze ce vin arhipline in 40-50 min...",frecventa,1
142,"aspect: organizare. text: Sa faci 2 ore din Mircea pana in Pacurari, e putin spus bataie de joc...Plus autobuze ce vin arhipline in 40-50 min...",organizare,1
142,"aspect: informare_calatori. text: Sa faci 2 ore din Mircea pana in Pacurari, e putin spus bataie de joc...Plus autobuze ce vin arhipline in 40-50 min...",informare_calatori,0
142,"aspect: controlori. text: Sa faci 2 ore din Mircea pana in Pacurari, e putin spus bataie de joc...Plus autobuze ce vin arhipline in 40-50 min...",controlori,0
142,"aspect: curatenie. text: Sa faci 2 ore din Mircea pana in Pacurari, e putin spus bataie de joc...Plus autobuze ce vin arhipline in 40-50 min...",curatenie,0
142,"aspect: infrastructura_statii. text: Sa faci 2 ore din Mircea pana in Pacurari, e putin spus bataie de joc...Plus autobuze ce vin arhipline in 40-50 min...",infrastructura_statii,0
142,"aspect: confort_termic. text: Sa faci 2 ore din Mircea pana in Pacurari, e putin spus bataie de joc...Plus autobuze ce vin arhipline in 40-50 min...",confort_termic,0
142,"aspect: relatii_clienti. text: Sa faci 2 ore din Mircea pana in Pacurari, e putin spus bataie de joc...Plus autobuze ce vin arhipline in 40-50 min...",relatii_clienti,0
142,"aspect: soferi_vatmani. text: Sa faci 2 ore din Mircea pana in Pacurari, e putin spus bataie de joc...Plus autobuze ce vin arhipline in 40-50 min...",soferi_vatmani,0
142,"aspect: acoperire_rute. text: Sa faci 2 ore din Mircea pana in Pacurari, e putin spus bataie de joc...Plus autobuze ce vin arhipline in 40-50 min...",acoperire_rute,0
142,"aspect: stare_vehicule. text: Sa faci 2 ore din Mircea pana in Pacurari, e putin spus bataie de joc...Plus autobuze ce vin arhipline in 40-50 min...",stare_vehicule,0
143,"aspect: relatii_clienti. text: in primul rand felicitari pentru pagina fb care ne tine la curent cu multiplele activitati alle CTP Iasi, in al doilea rand pentru ca asculta parerile utilizatorilor, considera opiniile acestora si incearca sa imbunatateasca serviciile oferite.",relatii_clienti,1
143,"aspect: stare_vehicule. text: in primul rand felicitari pentru pagina fb care ne tine la curent cu multiplele activitati alle CTP Iasi, in al doilea rand pentru ca asculta parerile utilizatorilor, considera opiniile acestora si incearca sa imbunatateasca serviciile oferite.",stare_vehicule,0
143,"aspect: frecventa. text: in primul rand felicitari pentru pagina fb care ne tine la curent cu multiplele activitati alle CTP Iasi, in al doilea rand pentru ca asculta parerile utilizatorilor, considera opiniile acestora si incearca sa imbunatateasca serviciile oferite.",frecventa,0
143,"aspect: pret. text: in primul rand felicitari pentru pagina fb care ne tine la curent cu multiplele activitati alle CTP Iasi, in al doilea rand pentru ca asculta parerile utilizatorilor, considera opiniile acestora si incearca sa imbunatateasca serviciile oferite.",pret,0
287,"aspect: confort_termic. text: De tot râsul....Niste inpertineti si mega nesimțiți..cel puțin așa sunt vatmanii de pe tramvaiul 9...
Am așteptat 10 min in tramvai...fiind foarte cald am coborât ...La 5 min a urcat ""dnl""vatman si efectiv mi a inchis una in nas ..Nu mi a mai permis sa urc...Asta s a intamplat la capăt Cug...
Acum am bilet cumparat si a merg cu taxiul ca întârzii la serviciu...
RUSINEEEE...",confort_termic,1
287,"aspect: punctualitate. text: De tot râsul....Niste inpertineti si mega nesimțiți..cel puțin așa sunt vatmanii de pe tramvaiul 9...
Am așteptat 10 min in tramvai...fiind foarte cald am coborât ...La 5 min a urcat ""dnl""vatman si efectiv mi a inchis una in nas ..Nu mi a mai permis sa urc...Asta s a intamplat la capăt Cug...
Acum am bilet cumparat si a merg cu taxiul ca întârzii la serviciu...
RUSINEEEE...",punctualitate,1
287,"aspect: soferi_vatmani. text: De tot râsul....Niste inpertineti si mega nesimțiți..cel puțin așa sunt vatmanii de pe tramvaiul 9...
Am așteptat 10 min in tramvai...fiind foarte cald am coborât ...La 5 min a urcat ""dnl""vatman si efectiv mi a inchis una in nas ..Nu mi a mai permis sa urc...Asta s a intamplat la capăt Cug...
Acum am bilet cumparat si a merg cu taxiul ca întârzii la serviciu...
RUSINEEEE...",soferi_vatmani,1
287,"aspect: frecventa. text: De tot râsul....Niste inpertineti si mega nesimțiți..cel puțin așa sunt vatmanii de pe tramvaiul 9...
Am așteptat 10 min in tramvai...fiind foarte cald am coborât ...La 5 min a urcat ""dnl""vatman si efectiv mi a inchis una in nas ..Nu mi a mai permis sa urc...Asta s a intamplat la capăt Cug...
Acum am bilet cumparat si a merg cu taxiul ca întârzii la serviciu...
RUSINEEEE...",frecventa,0
287,"aspect: acoperire_rute. text: De tot râsul....Niste inpertineti si mega nesimțiți..cel puțin așa sunt vatmanii de pe tramvaiul 9...
Am așteptat 10 min in tramvai...fiind foarte cald am coborât ...La 5 min a urcat ""dnl""vatman si efectiv mi a inchis una in nas ..Nu mi a mai permis sa urc...Asta s a intamplat la capăt Cug...
Acum am bilet cumparat si a merg cu taxiul ca întârzii la serviciu...
RUSINEEEE...",acoperire_rute,0
287,"aspect: organizare. text: De tot râsul....Niste inpertineti si mega nesimțiți..cel puțin așa sunt vatmanii de pe tramvaiul 9...
Am așteptat 10 min in tramvai...fiind foarte cald am coborât ...La 5 min a urcat ""dnl""vatman si efectiv mi a inchis una in nas ..Nu mi a mai permis sa urc...Asta s a intamplat la capăt Cug...
Acum am bilet cumparat si a merg cu taxiul ca întârzii la serviciu...
RUSINEEEE...",organizare,0
287,"aspect: pret. text: De tot râsul....Niste inpertineti si mega nesimțiți..cel puțin așa sunt vatmanii de pe tramvaiul 9...
Am așteptat 10 min in tramvai...fiind foarte cald am coborât ...La 5 min a urcat ""dnl""vatman si efectiv mi a inchis una in nas ..Nu mi a mai permis sa urc...Asta s a intamplat la capăt Cug...
Acum am bilet cumparat si a merg cu taxiul ca întârzii la serviciu...
RUSINEEEE...",pret,0
287,"aspect: aglomeratie. text: De tot râsul....Niste inpertineti si mega nesimțiți..cel puțin așa sunt vatmanii de pe tramvaiul 9...
Am așteptat 10 min in tramvai...fiind foarte cald am coborât ...La 5 min a urcat ""dnl""vatman si efectiv mi a inchis una in nas ..Nu mi a mai permis sa urc...Asta s a intamplat la capăt Cug...
Acum am bilet cumparat si a merg cu taxiul ca întârzii la serviciu...
RUSINEEEE...",aglomeratie,0
287,"aspect: infrastructura_statii. text: De tot râsul....Niste inpertineti si mega nesimțiți..cel puțin așa sunt vatmanii de pe tramvaiul 9...
Am așteptat 10 min in tramvai...fiind foarte cald am coborât ...La 5 min a urcat ""dnl""vatman si efectiv mi a inchis una in nas ..Nu mi a mai permis sa urc...Asta s a intamplat la capăt Cug...
Acum am bilet cumparat si a merg cu taxiul ca întârzii la serviciu...
RUSINEEEE...",infrastructura_statii,0
287,"aspect: stare_vehicule. text: De tot râsul....Niste inpertineti si mega nesimțiți..cel puțin așa sunt vatmanii de pe tramvaiul 9...
Am așteptat 10 min in tramvai...fiind foarte cald am coborât ...La 5 min a urcat ""dnl""vatman si efectiv mi a inchis una in nas ..Nu mi a mai permis sa urc...Asta s a intamplat la capăt Cug...
Acum am bilet cumparat si a merg cu taxiul ca întârzii la serviciu...
RUSINEEEE...",stare_vehicule,0
287,"aspect: validare_bilete. text: De tot râsul....Niste inpertineti si mega nesimțiți..cel puțin așa sunt vatmanii de pe tramvaiul 9...
Am așteptat 10 min in tramvai...fiind foarte cald am coborât ...La 5 min a urcat ""dnl""vatman si efectiv mi a inchis una in nas ..Nu mi a mai permis sa urc...Asta s a intamplat la capăt Cug...
Acum am bilet cumparat si a merg cu taxiul ca întârzii la serviciu...
RUSINEEEE...",validare_bilete,0
287,"aspect: controlori. text: De tot râsul....Niste inpertineti si mega nesimțiți..cel puțin așa sunt vatmanii de pe tramvaiul 9...
Am așteptat 10 min in tramvai...fiind foarte cald am coborât ...La 5 min a urcat ""dnl""vatman si efectiv mi a inchis una in nas ..Nu mi a mai permis sa urc...Asta s a intamplat la capăt Cug...
Acum am bilet cumparat si a merg cu taxiul ca întârzii la serviciu...
RUSINEEEE...",controlori,0
SIM_116,aspect: siguranta. text: Călătoria a fost liniștită fără frâne bruște sau incidente.,siguranta,1
SIM_116,aspect: stare_vehicule. text: Călătoria a fost liniștită fără frâne bruște sau incidente.,stare_vehicule,0
SIM_116,aspect: punctualitate. text: Călătoria a fost liniștită fără frâne bruște sau incidente.,punctualitate,0
SIM_116,aspect: pret. text: Călătoria a fost liniștită fără frâne bruște sau incidente.,pret,0
SIM_080,aspect: aglomeratie. text: Cursa a fost liberă și s-a putut urca fără probleme.,aglomeratie,1
SIM_080,aspect: validare_bilete. text: Cursa a fost liberă și s-a putut urca fără probleme.,validare_bilete,0
SIM_080,aspect: stare_vehicule. text: Cursa a fost liberă și s-a putut urca fără probleme.,stare_vehicule,0
SIM_080,aspect: informare_calatori. text: Cursa a fost liberă și s-a putut urca fără probleme.,informare_calatori,0
306,"aspect: organizare. text: se vad îmbunătățiri, sa sperăm ca este doar începutul.",organizare,1
306,"aspect: punctualitate. text: se vad îmbunătățiri, sa sperăm ca este doar începutul.",punctualitate,0
306,"aspect: controlori. text: se vad îmbunătățiri, sa sperăm ca este doar începutul.",controlori,0
306,"aspect: siguranta. text: se vad îmbunătățiri, sa sperăm ca este doar începutul.",siguranta,0
SIM_053,"aspect: frecventa. text: Frecvența pe linia 9 e acceptabilă în timpul zilei, cam un tramvai la 12-15 minute. Seara după ora 20 se mai rărește dar nu dramatic. Nu e perfect dar nu e nici dezastru.",frecventa,1
SIM_053,"aspect: aglomeratie. text: Frecvența pe linia 9 e acceptabilă în timpul zilei, cam un tramvai la 12-15 minute. Seara după ora 20 se mai rărește dar nu dramatic. Nu e perfect dar nu e nici dezastru.",aglomeratie,0
SIM_053,"aspect: acoperire_rute. text: Frecvența pe linia 9 e acceptabilă în timpul zilei, cam un tramvai la 12-15 minute. Seara după ora 20 se mai rărește dar nu dramatic. Nu e perfect dar nu e nici dezastru.",acoperire_rute,0
SIM_053,"aspect: relatii_clienti. text: Frecvența pe linia 9 e acceptabilă în timpul zilei, cam un tramvai la 12-15 minute. Seara după ora 20 se mai rărește dar nu dramatic. Nu e perfect dar nu e nici dezastru.",relatii_clienti,0
251,aspect: frecventa. text: Chiar de fiecare data e nevoie sa se astepte 40-50 minute ca sa vina tramvaiul 8?,frecventa,1
251,aspect: controlori. text: Chiar de fiecare data e nevoie sa se astepte 40-50 minute ca sa vina tramvaiul 8?,controlori,0
251,aspect: soferi_vatmani. text: Chiar de fiecare data e nevoie sa se astepte 40-50 minute ca sa vina tramvaiul 8?,soferi_vatmani,0
251,aspect: curatenie. text: Chiar de fiecare data e nevoie sa se astepte 40-50 minute ca sa vina tramvaiul 8?,curatenie,0
166,"aspect: controlori. text: De ce controlorii nu au uniforme? Si legitimatii care sa le poarte la vedere?
De ce au preferinte la anumite persoane de etnie roma si nu li se cere si alora biletul la control?",controlori,1
166,"aspect: aglomeratie. text: De ce controlorii nu au uniforme? Si legitimatii care sa le poarte la vedere?
De ce au preferinte la anumite persoane de etnie roma si nu li se cere si alora biletul la control?",aglomeratie,0
166,"aspect: stare_vehicule. text: De ce controlorii nu au uniforme? Si legitimatii care sa le poarte la vedere?
De ce au preferinte la anumite persoane de etnie roma si nu li se cere si alora biletul la control?",stare_vehicule,0
166,"aspect: curatenie. text: De ce controlorii nu au uniforme? Si legitimatii care sa le poarte la vedere?
De ce au preferinte la anumite persoane de etnie roma si nu li se cere si alora biletul la control?",curatenie,0
119,aspect: confort_termic. text: Nici macar caldura nu vor sa dea!!!!!! 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠,confort_termic,1
119,aspect: stare_vehicule. text: Nici macar caldura nu vor sa dea!!!!!! 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠,stare_vehicule,0
119,aspect: aglomeratie. text: Nici macar caldura nu vor sa dea!!!!!! 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠,aglomeratie,0
119,aspect: infrastructura_statii. text: Nici macar caldura nu vor sa dea!!!!!! 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠 😠,infrastructura_statii,0
SIM_045,"aspect: siguranta. text: Ca siguranță în tramvaiele noi stau mai bine - bare de susținere din loc în loc, podea joasă, uși late. În cele vechi e mai complicat mai ales dacă ești în vârstă sau ai ceva în mână. Sper să le înlocuiască pe toate cât mai repede.",siguranta,1
SIM_045,"aspect: stare_vehicule. text: Ca siguranță în tramvaiele noi stau mai bine - bare de susținere din loc în loc, podea joasă, uși late. În cele vechi e mai complicat mai ales dacă ești în vârstă sau ai ceva în mână. Sper să le înlocuiască pe toate cât mai repede.",stare_vehicule,1
SIM_045,"aspect: curatenie. text: Ca siguranță în tramvaiele noi stau mai bine - bare de susținere din loc în loc, podea joasă, uși late. În cele vechi e mai complicat mai ales dacă ești în vârstă sau ai ceva în mână. Sper să le înlocuiască pe toate cât mai repede.",curatenie,0
SIM_045,"aspect: infrastructura_statii. text: Ca siguranță în tramvaiele noi stau mai bine - bare de susținere din loc în loc, podea joasă, uși late. În cele vechi e mai complicat mai ales dacă ești în vârstă sau ai ceva în mână. Sper să le înlocuiască pe toate cât mai repede.",infrastructura_statii,0
SIM_045,"aspect: punctualitate. text: Ca siguranță în tramvaiele noi stau mai bine - bare de susținere din loc în loc, podea joasă, uși late. În cele vechi e mai complicat mai ales dacă ești în vârstă sau ai ceva în mână. Sper să le înlocuiască pe toate cât mai repede.",punctualitate,0
SIM_045,"aspect: frecventa. text: Ca siguranță în tramvaiele noi stau mai bine - bare de susținere din loc în loc, podea joasă, uși late. În cele vechi e mai complicat mai ales dacă ești în vârstă sau ai ceva în mână. Sper să le înlocuiască pe toate cât mai repede.",frecventa,0
SIM_045,"aspect: confort_termic. text: Ca siguranță în tramvaiele noi stau mai bine - bare de susținere din loc în loc, podea joasă, uși late. În cele vechi e mai complicat mai ales dacă ești în vârstă sau ai ceva în mână. Sper să le înlocuiască pe toate cât mai repede.",confort_termic,0
SIM_045,"aspect: relatii_clienti. text: Ca siguranță în tramvaiele noi stau mai bine - bare de susținere din loc în loc, podea joasă, uși late. În cele vechi e mai complicat mai ales dacă ești în vârstă sau ai ceva în mână. Sper să le înlocuiască pe toate cât mai repede.",relatii_clienti,0
310,"aspect: organizare. text: Incompetență, la capăt de linie nu știi care autobuz pleacă primul, care pleacă ultimul, e aleatoriu, fara logica.",organizare,1
310,"aspect: frecventa. text: Incompetență, la capăt de linie nu știi care autobuz pleacă primul, care pleacă ultimul, e aleatoriu, fara logica.",frecventa,0
310,"aspect: controlori. text: Incompetență, la capăt de linie nu știi care autobuz pleacă primul, care pleacă ultimul, e aleatoriu, fara logica.",controlori,0
310,"aspect: relatii_clienti. text: Incompetență, la capăt de linie nu știi care autobuz pleacă primul, care pleacă ultimul, e aleatoriu, fara logica.",relatii_clienti,0
